fha_loan_id,hud_property_name,city,state,initial_endorsement_date,original_mortgage_amount,program_category,units,basic_fha_risk_share_or_other,current_status_of_loan,date_of_firm_issue,firm_commitment_lender,holder_name
667374,295 Aztec Street,Greeley,PA,2020-05-10,53942996,202/8 SR,98,Risk Sharing,Finally Endorsed,2021-02-14,Vocera Communications,Delta Air Lines
473723,Lennox International,Columbus,PA,1992-11-20,25997699,202/8 SR,52,Risk Sharing,Finally Endorsed,2021-01-15,Advansed Teksyztems,R. R. Donnelley & Sons
017687,183 Otega Hill,Eagan,PA,2012-01-20,123882002,202/8 SR,348,Risk Sharing,Finally Endorsed,2023-09-15,Suadela Investment,Omni Realty
448423,Dun Rite Lawn Care,Pittsburg,PA,2002-10-25,52368878,223(a)(7) Refi of 223f ALF,275,Risk Sharing,Finally Endorsed,2023-10-08,Landskip Yard Service,World Financial Group
156637,Southwest Airlines,Taylorsville,PA,1997-02-18,56768249,202/8 SR,184,Hospitals & Group Practice,Finally Endorsed,2023-11-16,Monk House Maker,Bain Capital
987607,1199 Santa Paula Hills,Temple,PA,1985-06-30,55037346,202/8 NC,66,Risk Sharing,Initially Endorsed,2020-01-15,Custom Lawn Service,Birdwell
594585,472 Bush Ranch,Niles,PA,2023-02-27,96545625,223(a)(7) Refi of 223f ALF,411,Risk Sharing,Initially Endorsed,2022-10-30,Grade A Investment,Creative Wealth Management
576257,171 Taber Stravenue,Palatine,PA,2010-04-10,79742364,223(a)(7) Refi of 223f Nursing/ ICF,450,Risk Sharing,Finally Endorsed,2020-07-28,DC Comics,AC Lens
759384,Sauer-Danfoss,Centerville,PA,2021-04-13,149919950,202/8 SR,423,Hospitals & Group Practice,Initially Endorsed,2023-07-11,"Springfield Armory, Inc.",Electronic Data Systems
703493,935 Walter Square,Brunswick,PA,1983-03-06,123210010,202/8 NC,261,Basic FHA,Initially Endorsed,2023-10-31,Destiny Realty,Hot Topic
583133,1389 Bush Creek,Hialeah,PA,2007-05-10,925440,202/8 NC,20,Basic FHA,Finally Endorsed,2023-02-03,American Home Mortgage,Infinity Investment Plan
983589,386 Santa Fe Shore,Houma,PA,1998-11-10,82967812,202/8 SR,71,Risk Sharing,Initially Endorsed,2022-01-20,Plan Future,Martin Marietta Materials
895694,STX,Surprise,PA,1993-11-26,56395252,223(a)(7) Refi of 223f ALF,138,Risk Sharing,Initially Endorsed,2021-01-22,AMETEK,ExxonMobil
105178,"DivX, Inc.",Liberal,PA,2005-05-20,93059881,223(a)(7) Refi of 223f ALF,452,Hospitals & Group Practice,Initially Endorsed,2021-01-16,L.L.Bean,Mauna Loa Macadamia Nut Corp.
397236,1277 Birmingham Row,Englewood,PA,2014-07-29,23638082,202/8 SR,184,Hospitals & Group Practice,Initially Endorsed,2021-03-26,Vizio,Bristol-Myers Squibb
565966,338 Eutaw Motorway,Taylor,PA,2002-03-25,110096924,223(a)(7) Refi of 223f Nursing/ ICF,375,Risk Sharing,Initially Endorsed,2021-11-19,Envirotecture Design,Boise Cascade
206029,Dex One,Milpitas,PA,2023-09-30,52250664,223(a)(7) Refi of 223f Nursing/ ICF,250,Basic FHA,Finally Endorsed,2020-11-26,Dereon,Future Bright
614568,203 South Loop,Ceres,PA,1995-09-04,16782303,202/8 NC,328,Hospitals & Group Practice,Initially Endorsed,2021-04-30,Salary.com,Sistemos
477094,Intercontinental Manufacturing Company,Hastings,PA,1992-09-30,134539912,223(a)(7) Refi of 223f Nursing/ ICF,282,Hospitals & Group Practice,Initially Endorsed,2021-05-22,Houlihan's,JN-International Medical Corporation
713916,518 Broderick Mews,Laredo,PA,1990-02-02,94956133,223(a)(7) Refi of 223f Nursing/ ICF,307,Risk Sharing,Initially Endorsed,2022-12-17,Magna Architectural Design,Amphenol Corporation
207700,Pro Star Garden Management,Windsor,PA,1991-11-15,18457456,223(a)(7) Refi of 223f Nursing/ ICF,30,Basic FHA,Initially Endorsed,2023-10-17,News Corporation,Vantec
299942,Dollar General,Anoka,PA,1983-06-13,35598785,202/8 NC,401,Basic FHA,Finally Endorsed,2020-02-01,Lee,C.H. Robinson Worldwide
952033,Solution Answers,White Bear Lake,PA,2017-05-08,24471082,223(a)(7) Refi of 223f ALF,481,Hospitals & Group Practice,Initially Endorsed,2023-02-11,Ideal Industries,Storage Technology Corporation
455230,1046 Post Point,LaGrange,PA,2007-10-04,82722127,223(a)(7) Refi of 223f ALF,352,Basic FHA,Finally Endorsed,2023-02-02,Georgia Pacific,IGT
980285,166 Menoher Bridge,Redding,PA,1982-05-25,12134917,202/8 NC,77,Risk Sharing,Finally Endorsed,2023-04-03,Hallmark Cards,UPS
468516,Syntel,Danville,PA,2005-05-15,111055933,202/8 NC,412,Basic FHA,Finally Endorsed,2022-04-28,First Rate Choice,Back To Basics Chiropractic Clinic
010540,280 Avon Expressway,Parma Heights,PA,2003-10-26,32898341,202/8 SR,25,Hospitals & Group Practice,Finally Endorsed,2020-06-03,Kerr-McGee,AC Lens
628120,McConn & Company,Clarksdale,PA,2008-02-17,51803809,223(a)(7) Refi of 223f ALF,372,Basic FHA,Finally Endorsed,2023-05-01,Strong Life,Domtar
730604,298 Mcdonald Grove,Wichita Falls,PA,2015-07-13,10477092,223(a)(7) Refi of 223f Nursing/ ICF,468,Hospitals & Group Practice,Finally Endorsed,2020-09-25,Gamma Realty,Netaid
524773,233 Bay Shore Arcade,Weston,PA,1991-03-06,26514273,202/8 NC,163,Risk Sharing,Initially Endorsed,2020-11-25,Landskip Yard Service,Corpbay
723739,L.L.Bean,South Salt Lake,PA,2000-07-11,66418874,202/8 SR,352,Basic FHA,Initially Endorsed,2020-10-09,OCZ Technology,Salary.com
596154,499 Romolo Rapids,Downey,PA,1985-09-01,122234676,223(a)(7) Refi of 223f ALF,435,Hospitals & Group Practice,Initially Endorsed,2021-06-10,The Jolly Farmer,Success Is Yours
076617,804 Jones Avenue,Daly City,PA,1980-10-14,98636250,223(a)(7) Refi of 223f ALF,85,Risk Sharing,Initially Endorsed,2021-08-09,Hot Topic,Kingston Technology
888209,543 Chicago Annex,Mission,PA,2022-03-13,86670708,223(a)(7) Refi of 223f Nursing/ ICF,286,Hospitals & Group Practice,Finally Endorsed,2023-07-23,Johnson & Johnson,Better Business Ideas and Services
103952,169 North Alley,Bixby,PA,2015-06-21,92299590,223(a)(7) Refi of 223f Nursing/ ICF,422,Hospitals & Group Practice,Finally Endorsed,2021-03-04,Novellus Systems,Multi-Systems Merchant Services
528483,221 Maddux Landing,Opelika,PA,2011-12-20,127309941,202/8 SR,197,Hospitals & Group Practice,Finally Endorsed,2021-01-21,Capital One,Datacorp
534370,653 Lower Fort Mason Junction,Grayslake,PA,2018-03-27,20643522,223(a)(7) Refi of 223f ALF,39,Hospitals & Group Practice,Initially Endorsed,2022-12-09,Gemini Sound Products,Terra
320878,Gold Leaf Garden Management,Greeley,PA,2012-06-13,125422730,202/8 NC,315,Basic FHA,Finally Endorsed,2022-09-23,The Happy Bear,Strategic Profit
848008,990 Velasco Path,Marietta,PA,1988-05-11,95875792,202/8 SR,491,Risk Sharing,Initially Endorsed,2021-12-17,Creative Wealth,Comcast
190815,American Eagle Outfitters,Garfield Heights,PA,2001-05-24,86673800,202/8 NC,188,Hospitals & Group Practice,Initially Endorsed,2023-11-08,Naturohair,Ford Motor Company
895110,Star Assistance,Idaho Falls,PA,2012-08-29,72694940,223(a)(7) Refi of 223f ALF,335,Basic FHA,Finally Endorsed,2022-03-24,Whataburger,Aspyr Media
273922,5 Edward Terrace,North Olmsted,PA,1996-04-01,111058484,202/8 SR,442,Hospitals & Group Practice,Finally Endorsed,2023-01-20,Expeditors International,Minnesota IMPLAN Group
