lihtc_project_id,normalized_state_id,hud_property_name,property_street_address,city,state,zip_code,state_id
PAA81697540,PAA91339146,Amphenol Corporation,153 Reed Path,McDonough,PA,18916,PAA95449855
PAA55541771,TC3232-9015,Salary.com,1206 San Pablo Expressway,Highland Village,PA,69273,PAA75864738
PAA81874649,PAA89352818,DC Comics,359 Cayuga Street,Norco,PA,39809,PAA24061013
PAA02355086,TC5356-2704,Best Buy,1084 Armory Bridge,Mokena,PA,22150,TC6333-0654
PAA84927594,PAA52933351,Colt's Manufacturing Company,845 Saratoga Trail,Northbrook,PA,89025,PAA22203923
PAA82364905,PAA78129030,707 Dunsmuir Pike,1320 Todd Spur,Sapulpa,PA,69914,TC0746-3464
PAA88800867,TC5688-6769,Sunoco,209 Cresta Vista Plaza,Owensboro,PA,36269,PAA38663550
PAA65557983,TC1297-3878,TLC,915 Cotter Square,Louisville,PA,47614,TC9464-4102
PAA89348631,TC9488-3598,Vibrant Man,346 Patten Spur,East Chicago,PA,17491,TC7858-5347
PAA55749720,PAA53161524,Adaptas,48 Keyes Bayou,Golden Valley,PA,09161,PAA84952641
PAA50672616,PAA52556887,Las Vegas Yard Management,214 Sawyer Run,Mason City,PA,13825,TC5458-9325
PAA90814584,PAA66634495,727 Redwood Lodge,1280 Moraga Center,Alice,PA,10508,PAA34503958
PAA84993595,PAA99725301,Forum Communications,634 Cyrus Walk,Bullhead City,PA,99652,TC6733-8656
PAA23776883,TC3623-3611,950 Sergeant John V Young Square,1031 Felix Place,Onalaska,PA,68216,PAA37273702
PAA75045973,PAA76838104,284 Veterans Viaduct,946 Icehouse Mews,Pleasantville,PA,03346,PAA70949026
PAA38982523,TC4870-2958,DineEquity,1339 Webb Bend,Weston,PA,64254,TC4181-1635
PAA18089912,PAA96666830,Bain Capital,596 Laguna Turnpike,Plattsburgh,PA,81218,PAA11074026
PAA00563629,PAA22502134,Intel,69 Dorland Point,West Covina,PA,24569,TC9743-1604
PAA02381823,PAA14512428,546 Estero Park,992 Crags Green,Harrisburg,PA,47930,TC0025-7603
PAA97911753,PAA67710866,614 Myra Loop,1114 Estero Avenue,Elizabeth City,PA,02253,TC7198-7857
PAA52091334,PAA02535778,1114 Mccarthy Center,1128 Douglass Road,Aurora,PA,04230,PAA52454799
PAA00614210,PAA47675181,New Era Tickets,886 Forest View Plaza,Nixa,PA,53261,PAA90847893
PAA31060238,TC5361-1343,286 Francis Center,978 Morrell Mews,Macon,PA,35117,PAA59566370
PAA22037672,TC7717-6619,755 Issleib Glen,645 John Muir Center,Sheridan,PA,06969,TC8638-2154
PAA49616832,TC9646-2579,55 Heyman Ferry,406 Caine Place,Hoffman Estates,PA,67351,TC1745-3017
PAA03343891,TC2299-6576,311 Dr Tom Waddell Path,557 Owens Mews,Pensacola,PA,17224,TC2552-4425
PAA58581696,TC9769-7243,Bank of America,453 Marist Viaduct,Crestview,PA,28681,TC5049-7618
PAA01464545,TC1853-9428,481 Royal Spur,305 Boynton Lodge,Joplin,PA,73594,PAA12246792
PAA46660105,PAA42812239,147 Perasto Square,1079 Valencia Manor,Doral,PA,02216,PAA65204048
PAA30582415,TC3650-1280,1325 Jones Arcade,58 London Circle,New Britain,PA,36132,PAA58500460
PAA24761769,PAA07276623,685 Fratessa Bypass,151 Sweeny Circle,Renton,PA,55968,PAA52500888
PAA67860583,TC8321-6904,254 Nichols Run,7 Barcelona Glen,The Colony,PA,31661,PAA17922734
PAA50421095,PAA73579365,Bountiful Harvest Health Food Store,1076 Linden Canyon,Kaysville,PA,61602,PAA44103997
PAA67233443,PAA18406440,1001 Eutaw Viaduct,698 Zoe Point,Frederick,PA,24560,TC4954-4629
PAA37279071,PAA10760846,Electric Boat,854 Lomita Bend,Victorville,PA,56853,TC2066-1957
PAA14674702,PAA97224134,Vivitar,1398 Nantucket Terrace,Burien,PA,21786,PAA46231855
PAA59794574,TC1198-7446,1325 Peninsula Gardens,859 Mirabel Center,Palm Coast,PA,51036,TC9383-3216
PAA15871680,TC6536-5812,1031 Merchant Point,246 August Road,Moses Lake,PA,92833,PAA25895431
PAA49682537,PAA73068540,66 Hamilton Trail,636 Plymouth Highway,Skokie,PA,96868,PAA56005111
PAA06477464,TC0343-9229,Hasbro,818 Curtis Hills,Richardson,PA,90529,TC6398-9911
PAA04005647,TC6781-9361,419 Hale Point,1102 Ellsworth Extension,Alvin,PA,72498,PAA76568175
PAA71496316,PAA96671986,Bold Ideas,1389 Marina Street,Cuyahoga Falls,PA,18810,TC6685-2162
PAA04195419,PAA68017951,314 Ozbourn Court,1015 Fountain Loop,Hallandale Beach,PA,12004,PAA99455783
PAA11277700,TC2680-1097,286 Newton Rapids,770 Saint George Viaduct,Orem,PA,65945,TC4923-6126
PAA96270087,TC8730-9393,1274 Belcher Turnpike,199 Sergeant John V Young Heights,Avondale,PA,31970,PAA69273384
PAA90061769,PAA52475619,750 Mcdowell Green,664 Heron Road,Tracy,PA,99994,TC9951-1098
PAA69561496,PAA95979936,Magik Gray,188 Gladeview Lane,Georgetown,PA,64251,PAA70547014
PAA80667145,PAA35047041,1368 Gould Motorway,1251 Mission Bay Rapids,Cape Coral,PA,05766,PAA66670707
PAA49950795,TC5227-3602,Jarden,1043 Kennedy Shore,Topeka,PA,25793,PAA14447223
PAA01379183,PAA91876719,Qwest,1281 Augusta Green,O'Fallon,PA,58714,TC6724-8547
PAA42351437,PAA46217512,780 Varela Center,368 Franconia Glen,Ventura,PA,02132,TC8353-2152
PAA42321328,TC3868-6567,Darden Restaurants,466 Silliman Center,San Pablo,PA,97213,PAA78129891
PAA52327873,PAA71256137,Pfizer,183 Caselli Turnpike,Chicago,PA,28096,PAA18883436
PAA67704498,PAA36413703,Grade A Investment,384 Virgil Trail,Laredo,PA,31352,PAA66645449
PAA83130408,TC3189-7412,642 Tulare Lake,1247 Vista Verde Grove,Attleboro,PA,40257,PAA51320131
PAA40990719,TC5799-6540,1253 Avoca Garden,604 Thornton Manor,Rogers,PA,31903,TC2445-0440
PAA50280227,TC2642-4343,1229 Fanning Avenue,569 Peninsula Gardens,Palmdale,PA,62649,TC5992-8879
PAA58860890,TC9670-3573,Eddie Bauer,960 Pico Hill,Hallandale Beach,PA,67492,PAA90847298
PAA91778562,PAA31140049,649 Harris Grove,1052 Wallen Park,Kaysville,PA,36471,PAA51007990
PAA27474722,TC7945-0873,1266 Hitchcock Pine,875 Seward Annex,Homer Glen,PA,14847,PAA92400324
PAA53870966,TC0266-3387,Gas Legion,803 Italy Manor,Moscow,PA,82542,PAA77301165
PAA27052105,TC8420-9364,566 Ellis Drive,1399 Hattie Alley,Ocean Springs,PA,76690,TC3812-9566
PAA57522111,TC8312-2886,1112 Card Motorway,903 Upton Extension,Arlington Heights,PA,63970,PAA50349022
PAA90297405,TC2953-6799,Vistikon,36 Melba Extension,Country Club Hills,PA,82092,TC4672-5697
PAA26331726,PAA15539367,27 Mcallister Square,761 Olney Bayou,Rock Island,PA,04176,PAA91717919
PAA17417894,PAA89559988,926 Elmwood Grove,501 Stoneyford Path,Rancho Santa Margarita,PA,00619,PAA68595658
PAA82513394,TC8240-3245,1034 Sfgh Access Bend,1046 Onique Point,Burnsville,PA,56281,TC9871-0393
PAA35839928,TC8736-2319,909 Lexington Plaza,1179 Baker Canyon,Raytown,PA,00294,TC4898-9639
PAA10994173,TC2828-1158,Lucas Oil,980 Oak Grove Landing,Leander,PA,63700,TC1962-7176
PAA51732108,PAA22072262,1257 Brookhaven Walk,1010 Ravenwood Ferry,La Vista,PA,59800,TC3603-5994
PAA10101616,PAA31425146,1051 Richard Henry Dana Bayou,1100 Steuben Row,New Braunfels,PA,63364,TC4637-6664
PAA63323602,TC0066-3713,General Electric,540 Hussey Street,Hoover,PA,71240,PAA27104139
PAA44021472,PAA36695198,1024 Vassar Mall,162 Acme Ferry,New York,PA,97510,PAA85091372
PAA06508540,TC7482-9518,1247 Crissy Field Garden,1394 Starview Annex,Derby,PA,65374,PAA07810485
PAA84715447,PAA91666902,1337 Mckinley Walk,638 Eve Glen,El Cerrito,PA,75071,PAA34300237
PAA15745888,PAA75584486,1083 Kern Plaza,799 Fifth Court,Ashtabula,PA,93637,PAA01429920
PAA98564762,TC9939-2627,Johnson Controls,1039 Alta Vista Freeway,Clinton,PA,48685,TC2181-3549
PAA73033429,TC9051-0120,594 Jamestown Pike,211 La Salle Plaza,Tigard,PA,39434,TC6753-4033
PAA05986728,TC8260-0328,ManCharm,1377 Fitch Extension,North Las Vegas,PA,30386,PAA53344131
PAA88116720,PAA07382725,R. R. Donnelley & Sons,1308 Santos Center,Lincoln Park,PA,24504,TC8025-7717
PAA03992765,TC7344-4479,1021 Wayne Parkway,1356 Locust Expressway,Atwater,PA,47227,PAA79192995
PAA23058430,PAA39647055,1348 Oak Access Point,893 Panorama Heights,Ruston,PA,02999,PAA26285303
PAA70508564,TC6452-9260,Arizona Stock Exchange,185 Paradise Junction,Massapequa Park,PA,04314,PAA95957939
PAA78387203,PAA83249465,288 San Rafael Pass,87 Pleasant Garden,Marshfield,PA,86815,PAA16664709
PAA96451075,TC2767-0287,44 Dudley Manor,638 Hampshire Circle,Kirkwood,PA,17031,PAA66334617
PAA92664719,PAA42774425,Ideal Industries,924 Green Run,Brookfield,PA,17753,TC3462-4605
PAA66736922,PAA16135524,288 Excelsior Mall,1142 Bayside Bayou,Melrose Park,PA,31715,TC2878-3081
PAA34084616,PAA84445187,391 Monterey Rapids,464 Sunset Alley,Liberal,PA,86331,PAA28684788
PAA43560070,TC7861-4946,178 Castle Manor Bypass,727 Elk Park,Sioux City,PA,61872,PAA26604647
PAA52741264,TC8455-4804,1204 Chabot Heights,110 Park Canyon,Mooresville,PA,85088,PAA12670665
PAA66244490,TC5655-6072,1179 South Hill Creek,1269 Latona Expressway,Riverbank,PA,02391,TC1936-6800
PAA35588306,TC7123-6321,Houlihan's,1105 Long Bridge Station,League City,PA,98356,PAA66373894
PAA13421676,TC8501-1241,1368 Linda Extension,144 West Broadway Ranch,Holland,PA,58160,TC4689-3948
PAA46237831,PAA91196977,661 Beachmont Terrace,71 Encline Court,Murrysville,PA,74661,TC4226-6143
PAA26447873,PAA51948907,Honest Air Group,423 Panorama Bayou,Oak Harbor,PA,38629,TC1680-7501
PAA39607750,TC2923-8521,573 Laurel Grove,194 Hanover Plaza,Rocklin,PA,72104,PAA21220083
PAA31305595,PAA86092355,853 Velasco Station,1011 Northpoint Annex,Safety Harbor,PA,99174,PAA44546338
PAA70228110,TC9609-9487,Manu Connection,623 Van Ness Spur,San Gabriel,PA,63359,TC5954-0582
PAA22803770,PAA25412040,473 Healy Crossing,925 Avon Turnpike,Reynoldsburg,PA,90919,TC0453-8608
PAA32707467,PAA02159970,Beckman Coulter,1295 Cayuga Spur,Logansport,PA,16245,PAA33044774
PAA41497864,TC0026-9246,1270 Oak Grove Lodge,420 Drake Hill,Palm Desert,PA,05404,TC3364-8476
PAA56850862,PAA30798676,CBS Corporation,1370 Park Loop,Darien,PA,21920,PAA69994597
PAA42833335,TC4230-4097,WWE,536 Tampa Creek,North Lauderdale,PA,18746,TC9450-9946
PAA88070178,PAA60910301,Bose Corporation,843 Toledo Grove,Lynn,PA,44675,PAA97568242
PAA86723248,TC3710-9556,R. R. Donnelley & Sons,848 San Anselmo Drive,Searcy,PA,06352,PAA61297382
PAA78918668,PAA71887010,The Flying Bear,479 Arelious Walker Walk,Del Rio,PA,82171,PAA56542694
PAA56039717,TC8155-4716,Ann Taylor,218 Fresnel Mews,New Bern,PA,22578,TC1351-0370
PAA08730230,PAA87164407,164 Farallones Turnpike,20 Kezar Bend,West Bend,PA,26603,TC8499-2856
PAA94849082,PAA72917649,732 Andover Place,125 Sargent Canyon,Abilene,PA,71656,TC6506-1259
PAA71719798,PAA28609841,563 Tocoloma Point,1025 South Station,Agawam,PA,75584,TC1805-7230
PAA66857983,TC9788-7164,774 Fremont Ranch,504 Edie Square,Piqua,PA,88906,PAA99670489
PAA45768554,TC5749-4113,249 Lily Junction,891 Collingwood Glen,Clarksville,PA,48515,TC4053-8056
PAA17275895,PAA40732092,956 Bradford Garden,346 Joost Terrace,Miami,PA,01711,TC9925-5075
PAA24269416,PAA45910927,1319 Juan Bautista Grove,1233 Laidley Station,Yorba Linda,PA,54583,PAA40294847
PAA49384045,TC1681-6260,Safeco Corporation,1391 Webb Loop,Natchez,PA,44058,PAA08028437
PAA16533064,PAA78641974,Memorec,304 Iowa Bayou,Escondido,PA,17192,PAA81963547
PAA59902482,PAA93170097,623 Cumberland Garden,149 Seal Cove Road,Brawley,PA,07833,PAA66380346
PAA53309610,PAA40211995,Quincy Newspapers,850 Chapman Crescent,Roseville,PA,71766,TC1281-5113
PAA70334935,PAA45406636,Arbitron,452 Topaz Cove,Elk River,PA,13489,PAA65758655
PAA53985652,TC6388-9935,AC Lens,7 Patterson Avenue,Brooklyn Park,PA,58946,PAA75267106
PAA15978910,TC6866-3722,Grass Roots Yard Services,58 Ofarrell Court,Edinburg,PA,80353,TC5171-5982
PAA54470201,TC5614-3621,Tesla Motors,307 Grattan Viaduct,Port Huron,PA,15442,TC1104-0773
PAA61462126,TC3932-4246,Fidelity Investments,972 Emery Freeway,Chelsea,PA,58664,PAA11643650
PAA50382285,PAA15031397,1157 La Playa Plaza,603 Sal Junction,Alexandria,PA,85625,PAA29689933
PAA60945926,TC9329-3083,Kimberly-Clark,786 Perasto Plaza,Santa Barbara,PA,96188,PAA84741939
PAA02817676,TC6126-1823,The Liberty Corporation,735 Macalla Point,Apache Junction,PA,70980,PAA61109975
PAA50895685,PAA34462595,1282 Lawrence Annex,541 Aerial Alley,Perrysburg,PA,65504,PAA40921847
PAA48502717,TC0627-5444,Boeing,1322 Public Mall,Munster,PA,86286,TC4530-3198
PAA52666213,PAA92998031,1386 Walnut Street,202 Cowell Parkway,Detroit,PA,14868,TC6253-9275
PAA07978950,TC0455-0236,Frasca International,1135 John F Kennedy Terrace,Hinsdale,PA,35792,PAA03067667
PAA59768783,TC8099-3931,908 Bernice Avenue,797 Hyde Loop,Keller,PA,49711,TC4437-5790
PAA14660509,TC2433-2259,1264 Beale Green,483 Commer Boulevard,Arlington Heights,PA,97856,PAA71943971
PAA16967312,TC0999-0722,ConocoPhillips,817 Montalvo Lodge,Lincoln Park,PA,88468,PAA19373889
PAA79131416,TC9496-5420,Hunt Petroleum,368 Steiner Canyon,East Providence,PA,96651,TC3792-5462
PAA16922500,TC3585-5395,1183 Campbell Green,436 Alert Station,Elkhart,PA,06392,TC5662-4829
PAA81734444,PAA05465492,628 Waller Mews,737 Merritt Walk,La Vista,PA,74862,TC3913-3034
PAA81058735,TC9728-2986,1120 Phelps Manor,962 Alert Rapids,Ridgeland,PA,89141,TC0250-4565
PAA99130099,PAA45029123,Zoom Technologies,218 Shoup Bend,Arcadia,PA,08778,TC3688-6156
PAA77329453,PAA17965420,Applied Biosystems,14 Anthony Field,Coronado,PA,05699,TC9441-6401
PAA73554829,TC9498-4459,278 Southern Heights Lake,135 Recycle Parkway,Herndon,PA,83514,TC6078-7039
PAA06681875,TC5304-5098,Energizer Holdings,189 Marengo Arcade,West Hollywood,PA,37011,TC9137-4371
PAA82198070,TC3714-5643,Koch Industries,676 Saint Louis Lane,West Covina,PA,63699,PAA51195735
PAA28640556,TC4608-9402,833 Dore Ferry,329 Chester Station,Burleson,PA,33953,TC0905-0495
PAA05092385,PAA71668048,ExxonMobil,685 Park Presidio Grove,Elko,PA,12502,PAA74704122
PAA98424544,TC4582-6119,Becton Dickinson,1183 Cervantes Point,Pleasant Hill,PA,32185,TC5414-8878
PAA75249508,PAA57939904,739 Boynton Route,16 Greely Stravenue,Grove City,PA,08716,PAA23316960
PAA97550422,TC9303-4395,Ecolab,999 Clearfield Place,Turlock,PA,22577,TC1911-7090
PAA63460923,TC1748-6448,186 Jason Route,799 Landers Alley,Homer Glen,PA,48439,PAA06735507
PAA50886554,TC9819-7057,Houlihan's,575 Encanto Cove,Casa Grande,PA,05041,PAA40947707
PAA93944513,PAA70546691,962 Green Mall,1382 Norton Parkway,Sarasota,PA,22219,TC9796-4413
PAA51645933,PAA92471983,ACCO Brands,1262 Anzavista Alley,Colorado Springs,PA,53289,TC6769-8551
PAA48799573,TC1598-3633,Halliburton,159 H Freeway,Paramus,PA,20977,PAA87330481
PAA82345026,PAA42901970,CoolTouch Monitors,425 Merriam Turnpike,Evergreen Park,PA,75712,PAA18853225
PAA69591805,PAA56675535,Vaughan & Bushnell Manufacturing,1114 Homer Glen,Wichita,PA,04864,TC4682-1103
PAA00982170,TC1419-6734,801 Dock Station,1392 Crespi Shore,Universal City,PA,00242,TC5821-7432
PAA01301323,TC4566-8482,529 Radio Extension,12 Hayward Green,Lynnwood,PA,67869,PAA48679149
PAA79991634,PAA84568931,201 Moraga Expressway,27 Rossmoor Point,Norwood,PA,93788,PAA91001754
PAA72634554,PAA15414488,Avon Products,772 Alton Plaza,Carrboro,PA,76268,TC5484-6696
PAA82304378,TC8336-5487,Overcast Media,1017 Ledyard Expressway,Draper,PA,62975,PAA83136142
PAA73928745,PAA95071958,BearingPoint,924 Lassen Mews,New York,PA,00449,TC1919-2348
PAA55851203,TC4944-8251,Discovery Communications,990 Pasadena Street,Keene,PA,09782,TC2750-9220
PAA60997618,PAA45343491,MagnaSolution,198 Allston Crescent,Dumont,PA,68553,PAA84722302
PAA58607329,PAA60264512,Ideal Industries,104 Sydney Viaduct,Lehi,PA,70606,TC3717-1395
PAA43049252,PAA03195074,Transocean,979 Pomona Viaduct,Bullhead City,PA,30817,TC3530-8211
PAA56665336,TC2577-8089,General Motors,1279 Osage Street,Goldsboro,PA,36289,TC6431-5691
PAA86878752,PAA01298591,Integra Investment Plan,536 Castenada Heights,Mission Viejo,PA,68127,TC8473-0468
PAA11516556,TC5190-4970,812 Laguna Junction,35 Auto Bypass,Paramus,PA,04902,PAA82590245
PAA07167135,PAA07367254,Cole Haan,85 Hagiwara Tea Garden Heights,Aiken,PA,27925,PAA46225309
PAA11287285,PAA20723176,Superior Interior Design,1204 Ravenwood Green,Cambridge,PA,21446,PAA93065259
PAA61061413,PAA02219350,1321 Battery Safford Garden,1285 Terry A Francois Lodge,Bloomingdale,PA,08019,PAA97851328
PAA91137628,PAA19226503,917 Gladys Lake,1231 Visitacion Landing,Golden,PA,41338,PAA01205843
PAA92420890,PAA35336268,Knockout Kickboxing,974 Lake Merced Hill Parkway,Pearland,PA,89492,PAA19604437
PAA56246134,TC9069-0046,"Fred Meyer, Inc.",862 Missouri Lane,San Jose,PA,18643,PAA30650610
PAA47914715,TC2557-5035,Friendly Advice,409 Sloat Motorway,Vacaville,PA,13740,PAA70474541
PAA91336093,PAA26352760,PG&E,151 Cooper Plaza,Watsonville,PA,73776,PAA05950091
PAA10693831,PAA43428239,450 Forsyth Square,1330 Dixie Trail,Forest Grove,PA,18054,TC1547-5626
PAA70232619,PAA33031972,970 Constanso Pass,288 Bank Route,Hilton Head Island,PA,16108,TC9038-7995
PAA27774783,TC4238-3542,Corinthian Designs,77 Colby Extension,Covington,PA,17334,TC0663-2301
PAA64265497,TC4802-3734,300 Harvard Hills,1386 Clyde Trace,Yucca Valley,PA,66624,TC0446-1376
PAA46023276,TC6973-6725,1200 Leland Bridge,29 Laura Gardens,Bethlehem,PA,19767,PAA01971900
PAA07228773,PAA49591631,Independent Investors,1040 Northwood Crossing,Terre Haute,PA,58781,PAA78500766
PAA45087900,TC7807-5697,DuPont,341 Gateview 3 Pass,Allen,PA,08832,TC7802-7838
PAA66570535,TC2491-5493,487 Sfgh Access Avenue,443 Battery Wagner Glen,Olathe,PA,33325,PAA39859570
PAA95075899,PAA73164996,51 Raycliff Court,270 Gatun Arcade,Draper,PA,54728,PAA12727733
PAA79749307,PAA51061813,525 Brush Hills,422 Santa Ana Pike,Miami Lakes,PA,28332,TC0510-6958
PAA72307407,PAA38938890,1389 Edie Lane,1008 Acton Bridge,Tinton Falls,PA,81899,PAA46623150
PAA18198859,TC3356-9208,182 Lansing Parkway,1021 Paramount Canyon,Alsip,PA,64801,PAA14086140
PAA06459504,PAA90613786,370 Seville Walk,1353 South Van Ness Freeway,Homer Glen,PA,92858,PAA83018840
PAA10666944,TC7363-9742,1073 Sheridan Park,826 Springfield Field,Alameda,PA,08012,TC9512-6506
PAA78696133,PAA87497176,121 Gaven Boulevard,743 Kinzey Green,Oak Park,PA,07778,TC2767-1071
PAA93184920,TC3381-9911,Watco Companies,256 Delta Gardens,Bettendorf,PA,83799,PAA49253134
PAA01943286,PAA33993417,624 Ottawa Mall,651 Gateview 1 Street,Carson,PA,60054,TC7551-7113
PAA35954762,TC7444-5803,H-E-B,1256 Gloria Glen,Nixa,PA,10996,TC2923-4189
PAA29650017,TC4841-9612,Abbott Laboratories,1154 Santa Clara Landing,Royal Palm Beach,PA,31644,PAA12840755
PAA75052417,PAA48240670,Star Assistance,191 Recycle Mall,Farmington Hills,PA,86266,TC8700-3420
PAA31859729,PAA37829484,1098 Berkshire Heights,1238 Weatherly Lake,Wilmette,PA,06139,PAA25788065
PAA26292085,PAA44737648,770 Ashton Plaza,1256 Telegraph Bypass,San Carlos,PA,53669,PAA41748486
PAA71091754,PAA40613366,1092 Kempton Grove,645 Meade Expressway,Racine,PA,61926,PAA15893232
PAA28991154,TC7513-8987,850 Saturn Drive,197 Chula Avenue,Matthews,PA,18708,TC8696-3819
PAA21378004,TC3139-6079,Kimberly-Clark,951 Hamilton Court,Dyersburg,PA,26272,PAA92524313
PAA29830250,TC4320-4304,ConocoPhillips,1317 Page Hills,Bowling Green,PA,66622,TC9877-6877
PAA89706464,PAA33184584,829 Hartford Run,44 Saint Francis Square,Torrance,PA,14027,PAA76178720
PAA55044042,TC8575-6388,ADC Telecommunications,1398 Carmel Stravenue,Fairmont,PA,56529,PAA52326022
PAA20495028,TC2631-0250,368 Heron Trace,1067 Paper Landing,Germantown,PA,72070,PAA13516225
PAA32977004,TC5489-5407,1037 Henry Adams Ferry,1254 Kennedy Glen,Sugar Hill,PA,34319,TC3330-9885
PAA00766649,PAA33881609,Abercrombie & Fitch,688 Digby Center,Junction City,PA,72314,PAA18312687
PAA46916651,PAA20417186,Office Max,1278 Kiska Trace,Painesville,PA,12874,PAA08409481
PAA50599753,TC7229-9189,486 Lindsay Hills,27 Garcia Junction,Mayfield Heights,PA,69063,TC4298-5131
PAA97110001,PAA73985168,1281 Presidio Lodge,1097 Scotia Manor,Palm Springs,PA,19206,TC2632-9936
PAA65921821,TC9888-8333,1299 Ninth Lodge,378 Murray Creek,Portage,PA,51294,PAA03261240
PAA46799780,TC7934-3854,1175 Walker Mall,1216 Exchange Crescent,Gadsden,PA,55946,PAA15418032
PAA24542546,PAA91731165,444 Forest Side Park,584 Dock Motorway,Vallejo,PA,53440,TC8203-2682
PAA02541452,PAA01482498,Bob Evans Restaurants,1233 Belmont Mall,Mequon,PA,68539,PAA06498615
PAA52607165,PAA68649681,Arizona Stock Exchange,733 Brosnan Bridge,Irving,PA,31531,PAA11433085
PAA20975193,PAA16221700,Kurzweil Educational Systems,400 Mangels Row,North Platte,PA,13460,TC5561-6100
PAA77025529,TC6388-5438,Midway Games,456 Nueva Extension,Pittsfield,PA,09928,TC8412-5655
PAA40054106,TC7072-4866,Perisolution,162 Pico Gardens,Clearwater,PA,78278,PAA96671933
PAA62741047,TC2585-6913,1291 Glen Spur,808 Belmont Run,Wilson,PA,93374,TC2094-0866
PAA29613797,TC6943-0340,LinkedIn,296 Massasoit Drive,Petaluma,PA,91678,TC8126-1944
PAA34169836,PAA98400466,1228 Lee Bayou,188 Miramar Crossing,Coeur d'Alene,PA,62054,PAA98374120
PAA17382350,TC0806-3956,1260 Bruce Trace,663 Cottonwood Expressway,Orlando,PA,69143,PAA34593381
PAA47073972,PAA14576920,1342 Ludlow Drive,52 Emma Point,Big Spring,PA,21881,PAA30252059
PAA82401449,TC4455-7575,1287 Velasco Grove,110 Banks Creek,Garland,PA,76280,PAA32917720
PAA45171719,PAA08764267,Oberweis Dairy,123 Redondo Alley,Broadview Heights,PA,09261,PAA44713152
PAA50498066,TC9913-5353,572 Gambier Manor,434 United Nations Bridge,Copperas Cove,PA,12985,TC8889-3569
PAA77377709,PAA83088672,786 Forest Side Bend,91 Jakey Rapids,El Reno,PA,12027,TC7849-2084
PAA54268647,PAA92180816,172 Thorp Ferry,369 Karen Green,Raytown,PA,09120,TC9480-3103
PAA54664894,PAA76391393,Wizards of the Coast,526 Saratoga Canyon,Crystal,PA,51853,PAA62836030
PAA87887245,TC3400-3889,569 Rebecca Bridge,249 Rae Manor,Chicago Heights,PA,57184,PAA51339330
PAA84245147,PAA83364034,Big Lots,940 Norfolk Shore,Temecula,PA,80671,PAA68510916
PAA88343785,TC0021-8659,Formula Grey,1077 Mcrae Square,Grandview,PA,89957,TC4252-9819
PAA74883998,PAA95915033,501 Cranleigh Route,451 Palos Pine,Paterson,PA,69054,TC0054-1833
