lihtc_project_id,normalized_state_id,latitude,longitude,census_tract,census_tract_2000,county_fips_code,municipality_fips,hud_property_name,property_street_address,city,state,zip_code,units,assisted_units,count_0br,count_1br,count_2br,count_3br,count_4br,federal_id,state_id,lihtc_credit,lihtc_construction_type,lihtc_year_allocated,lihtc_year_in_service,lihtc_amount,fmha_514_loan,fmha_515_loan,fmha_538_loan,scattered_site_ind,geom,geom_webmercator
PAA94649270,PAA66386872,40.53732399089061,-79.83798853834685,42001693592,42048380031,42003,1908277,Zappos.com,993 Espanola Road,Valley Stream,PA,59491,236,573,389,68,93,78,44,PAA73377844,PAA03389884,70 percent present value,New construction,2017,1995,28528,False,True,False,N,POINT (4512594.264787896 -15435675.30762627),POINT (4512594.264787896 -15435675.30762627)
PAA90209217,TC5665-7605,40.220770059148975,-79.94632999135342,42019767614,42076882725,42008,6466531,Star Bright Investment Group,1311 Helen Avenue,Casper,PA,33303,576,275,150,82,31,67,31,PAA51406835,TC1596-0379,None,Acquisition and Rehab,2019,1988,None,True,,,Y,POINT (4477355.642297807 -15504396.279617965),POINT (4477355.642297807 -15504396.279617965)
PAA45238227,PAA36892758,40.58786894299592,-79.9722728643702,42063854784,42017221523,42000,8273385,Novellus Systems,521 Seville Ranch,Pharr,PA,03718,645,573,303,181,20,5,71,PAA07595151,TC5866-3084,70 percent present value,Acquisition and Rehab,1989,1988,36737,True,False,,Y,POINT (4518220.903118429 -15520960.590864534),POINT (4518220.903118429 -15520960.590864534)
PAA47921250,TC0785-4121,40.44767939488146,-79.8487872218028,42065767324,42020288556,42009,5787533,Honest Air Group,574 Crestline Cove,Stillwater,PA,95506,216,348,259,164,40,86,8,PAA47242320,TC1271-1788,Both,Acquisition and Rehab,1991,2009,69213,,True,False,Y,POINT (4502615.074007788 -15442492.298505045),POINT (4502615.074007788 -15442492.298505045)
PAA48527599,PAA55239501,40.58892022491348,-80.02425083305214,42033896861,42043155294,42004,5021720,694 Lake Merced Hill Highway,680 Southard Pass,Inglewood,PA,17962,195,572,86,23,8,57,57,PAA49469670,PAA35619984,30 percent present value,New construction,2006,2012,1825,False,,False,N,POINT (4518337.931286172 -15554276.106888602),POINT (4518337.931286172 -15554276.106888602)
PAA23067641,TC1502-9705,40.375502025465956,-79.92600532236933,42055456771,42058908453,42009,8843012,1199 Sloan Bridge,1209 Arellano Motorway,El Reno,PA,63114,438,347,46,184,52,76,50,PAA74603119,PAA03684397,Both,New construction,2006,2002,10596,True,False,True,N,POINT (4494580.325997656 -15491448.672506196),POINT (4494580.325997656 -15491448.672506196)
PAA45848400,PAA90189319,40.39877522416699,-79.80176641321569,42065671245,42038984734,42006,5091003,1058 Linda Rapids,957 Julia Plaza,Jackson,PA,17611,170,577,113,85,31,13,65,PAA50849641,TC5688-7741,Both,Acquisition and Rehab,2013,2004,99934,True,False,,N,POINT (4497171.086626186 -15412861.242857646),POINT (4497171.086626186 -15412861.242857646)
PAA26189569,TC2677-9515,40.55355357024122,-79.85736974434086,42048943703,42082378594,42009,7029067,377 Guerrero Gardens,135 Thornton Annex,Bellflower,PA,82865,30,516,30,65,69,67,57,PAA46187484,TC1698-7080,None,New construction,1998,1985,None,,False,,N,POINT (4514400.933296994 -15447915.391581278),POINT (4514400.933296994 -15447915.391581278)
PAA10356875,PAA69373257,40.59766718970566,-80.08661976602103,42003001655,42060103950,42007,0700069,Sistemos,1101 Wiese Trace,McKinney,PA,04512,379,538,361,156,49,93,11,PAA21426102,TC9276-8225,30 percent present value,Acquisition and Rehab,1989,1980,None,,False,,Y,POINT (4519311.638952823 -15594479.296158668),POINT (4519311.638952823 -15594479.296158668)
PAA73261740,PAA20137110,40.39359123464767,-80.26199278304377,42093882169,42095620222,42004,6199965,440 Sickles Spur,568 Wilder Field,Fredericksburg,PA,14972,74,35,317,22,75,27,64,PAA63357469,TC6536-0648,30 percent present value,Acquisition and Rehab,1986,2002,None,,False,True,Y,POINT (4496594.007552618 -15708881.833714472),POINT (4496594.007552618 -15708881.833714472)
PAA73971348,TC7565-5128,40.3569248151726,-80.01378995728004,42006661705,42052702597,42008,7227363,Mission You,1116 Holladay Estate,Daphne,PA,79628,186,235,49,168,41,45,70,PAA45880232,TC8975-4550,30 percent present value,New construction,1991,1999,None,False,,False,N,POINT (4492512.32040744 -15547557.37206667),POINT (4492512.32040744 -15547557.37206667)
PAA36907098,PAA40479741,40.38816216558475,-79.9487548875088,42038318336,42092810845,42003,9347129,44 Crook Highway,1067 Truett Alley,Sumter,PA,40525,598,586,44,94,16,35,39,PAA77279772,PAA97007142,30 percent present value,Acquisition and Rehab,2012,1997,None,,True,,N,POINT (4495989.646349051 -15505942.762512477),POINT (4495989.646349051 -15505942.762512477)
PAA46035332,TC9007-7631,40.582065784471226,-80.13607679271045,42058767194,42074754812,42009,7337038,1190 Kaplan Spur,133 Vasquez Center,Ardmore,PA,21409,428,124,201,198,36,13,42,PAA94694954,PAA28759870,Both,Acquisition and Rehab,1983,2018,79365,True,,,Y,POINT (4517574.898466467 -15626537.846264584),POINT (4517574.898466467 -15626537.846264584)
PAA86733857,PAA23703912,40.62426615048579,-79.99680425701854,42047446512,42055241539,42003,2420266,Subway,183 Alemany Plaza,Fall River,PA,54419,269,78,278,104,22,58,36,PAA88329218,PAA09824090,30 percent present value,New construction,1991,2012,None,True,True,True,Y,POINT (4522272.621722498 -15536662.746406808),POINT (4522272.621722498 -15536662.746406808)
PAA06420337,TC2229-1054,40.42374096983367,-80.13838780333649,42022873976,42049579131,42003,1853553,221 Riley Freeway,102 Acme Park,Simpsonville,PA,02122,668,277,265,44,11,83,70,PAA29624508,PAA58863230,Both,Acquisition and Rehab,2020,1999,3752,False,False,,N,POINT (4499950.260721075 -15628039.75623058),POINT (4499950.260721075 -15628039.75623058)
PAA13748592,TC1235-7502,40.301378498810195,-79.91133357187668,42037421475,42067860678,42005,9076490,Nordstrom,463 Pelican Cove Expressway,Ossining,PA,29019,287,38,256,115,29,55,32,PAA38111006,TC0804-4977,None,Acquisition and Rehab,2010,1985,None,False,,True,N,POINT (4486328.932754535 -15482118.251936065),POINT (4486328.932754535 -15482118.251936065)
PAA71149478,TC7613-7041,40.25713819730881,-79.85794926152393,42091952738,42096050193,42008,2380025,Boise Cascade,358 Wanda Street,Monrovia,PA,63299,396,387,353,63,10,90,39,PAA79589507,PAA43356597,70 percent present value,New construction,1994,2015,9432,False,,True,N,POINT (4481404.12491886 -15448281.738428844),POINT (4481404.12491886 -15448281.738428844)
PAA97874427,TC6810-2568,40.59369081051375,-80.15590777374699,42068295241,42082842613,42000,4476301,109 Concord Loop,235 Webster Extension,South Holland,PA,32353,213,122,163,56,100,74,21,PAA47739218,PAA55173549,70 percent present value,Acquisition and Rehab,1993,1982,None,,True,False,N,POINT (4518868.990445979 -15639437.213004526),POINT (4518868.990445979 -15639437.213004526)
PAA07723476,TC4007-4560,40.411244772032084,-79.99159693845836,42054085382,42093870973,42004,7516924,808 Pennsylvania Grove,1158 Pomona Center,Santa Fe,PA,52610,514,323,4,54,23,12,28,PAA78390094,TC8626-1601,70 percent present value,New construction,2023,1987,6138,False,,,Y,POINT (4498559.19034495 -15533326.440157041),POINT (4498559.19034495 -15533326.440157041)
PAA28837561,TC8800-7726,40.36896897898839,-80.09590404996311,42083971307,42011630167,42007,6211961,Klipsch Audio Technologies,528 Merlin Court,East St. Louis,PA,13719,249,64,364,15,3,38,58,PAA34281697,TC0096-0387,70 percent present value,Acquisition and Rehab,2005,2006,None,True,,True,Y,POINT (4493853.070590445 -15600485.373711446),POINT (4493853.070590445 -15600485.373711446)
PAA63468982,TC4543-3976,40.454132384351524,-80.21347857417149,42096680695,42083664193,42002,0124522,231 Dirk Dirksen Expressway,605 Young Drive,Fairborn,PA,97161,189,272,3,105,63,8,37,PAA91988018,TC2889-7969,Both,Acquisition and Rehab,2008,1994,None,True,,,N,POINT (4503333.41750969 -15677031.31822351),POINT (4503333.41750969 -15677031.31822351)
PAA08712331,PAA58874189,40.46209502334294,-80.12685001071631,42038503753,42010240725,42005,3892924,Nutri G,811 Ivy Estate,Vineland,PA,68231,478,469,198,104,58,2,3,PAA64432087,PAA75378116,Both,Acquisition and Rehab,1986,2013,None,,False,,N,POINT (4504219.814427584 -15620544.894135322),POINT (4504219.814427584 -15620544.894135322)
PAA21000079,PAA04581169,40.529061135312816,-79.85116609043222,42062463238,42072324927,42003,0541306,906 Harlow Crossing,1377 Langdon Point,Copperas Cove,PA,62036,173,470,378,139,65,31,35,PAA30157715,TC1220-3126,None,Acquisition and Rehab,1983,2012,None,True,True,True,N,POINT (4511674.447912477 -15443994.994719658),POINT (4511674.447912477 -15443994.994719658)
PAA65542349,PAA33156039,40.42873780015733,-80.23129330588498,42096476745,42023563990,42008,4048000,849 Chinook Lodge,210 Nevada Junction,Muskogee,PA,15690,532,551,290,94,7,15,46,PAA67737803,PAA76772110,None,New construction,1991,2012,None,,True,,Y,POINT (4500506.505328285 -15688708.830321157),POINT (4500506.505328285 -15688708.830321157)
PAA68435705,TC4755-5952,40.54828992286083,-80.04525357453883,42092708724,42048204202,42007,1898646,First Choice Yard Help,854 Reardon Place,Casa Grande,PA,66992,51,15,251,168,12,23,51,PAA13000036,PAA97369008,Both,Acquisition and Rehab,1989,2013,11361,,True,True,N,POINT (4513814.986750894 -15567786.67764132),POINT (4513814.986750894 -15567786.67764132)
PAA31901391,TC8818-6089,40.465248740291166,-80.18433773569879,42007699373,42061843757,42001,9015643,1045 Emma Loop,1320 Ada Field,Statesboro,PA,52326,583,321,297,51,100,57,23,PAA93024650,TC7863-5646,30 percent present value,New construction,2004,2007,None,True,True,False,N,POINT (4504570.884592367 -15657974.87396714),POINT (4504570.884592367 -15657974.87396714)
PAA00284198,TC6631-3484,40.53085445723032,-80.13291547607801,42029601269,42097672384,42002,6988290,188 Dorman Row,1298 Reardon Pine,Lake Worth,PA,61361,33,546,199,37,13,35,20,PAA26281338,PAA91107355,30 percent present value,New construction,2014,1990,None,,True,False,Y,POINT (4511874.079595162 -15624483.892418403),POINT (4511874.079595162 -15624483.892418403)
PAA80585106,TC6485-9127,40.397541017604276,-80.13650976749307,42075299672,42009121374,42000,3733004,845 Elmwood Road,1376 Camp Cove,Crown Point,PA,65231,4,21,385,64,22,83,53,PAA20078020,PAA49412164,70 percent present value,Acquisition and Rehab,1988,2013,16776,False,,,Y,POINT (4497033.695380091 -15626819.207084168),POINT (4497033.695380091 -15626819.207084168)
PAA83543772,PAA26478297,40.39872526271457,-80.22500984060187,42074904980,42067002887,42003,8451956,World of Fun,380 Middlefield Avenue,Casper,PA,83035,42,225,395,149,57,7,33,PAA41702605,TC9815-3198,None,New construction,2009,2018,34630,False,False,True,N,POINT (4497165.524942743 -15684587.628969068),POINT (4497165.524942743 -15684587.628969068)
PAA57695609,TC6807-7399,40.50454715295508,-80.1307419012462,42001900736,42018012968,42007,0024244,Frontier Airlines,485 Lafayette Park,Bartow,PA,19738,559,265,105,196,18,69,20,PAA79870035,TC4652-5430,30 percent present value,Acquisition and Rehab,2001,1993,None,True,False,True,Y,POINT (4508945.563879098 -15623072.066882765),POINT (4508945.563879098 -15623072.066882765)
PAA74281761,PAA92093174,40.53338330831876,-79.89933328760756,42013323189,42080958126,42002,8488925,1284 Jessie Loop,452 Kirkwood Motorway,Collierville,PA,30567,88,461,146,182,30,91,50,PAA07012920,TC0850-0932,None,New construction,1997,2016,69520,True,True,True,Y,POINT (4512155.590010619 -15474496.713975275),POINT (4512155.590010619 -15474496.713975275)
PAA36677018,PAA40149663,40.37945553036789,-79.96257888331554,42081763767,42022265848,42007,4481331,361 Cedro Place,1247 Sherman Alley,San Dimas,PA,33943,610,576,307,167,30,40,36,PAA99580883,TC3371-6445,70 percent present value,New construction,2000,1986,63689,,True,False,Y,POINT (4495020.428150188 -15514766.105639808),POINT (4495020.428150188 -15514766.105639808)
PAA49605574,PAA03522949,40.62838577794721,-80.08311507109049,42097298004,42022440361,42002,7982927,68 Deems Street,1251 Shannon Green,La Vergne,PA,86595,520,398,376,148,63,36,5,PAA26636822,TC5940-7307,Both,Acquisition and Rehab,2007,1993,None,,False,True,N,POINT (4522731.216553762 -15592213.528679866),POINT (4522731.216553762 -15592213.528679866)
PAA48850181,PAA46220248,40.346290870959265,-79.83004804665853,42072687956,42066889598,42009,2853614,1108 Newcomb Gardens,858 Rossmoor Park,Rialto,PA,49207,269,359,259,173,66,68,21,PAA30059274,TC3862-3004,Both,Acquisition and Rehab,1992,2015,33626,,,True,Y,POINT (4491328.555152488 -15430667.207197312),POINT (4491328.555152488 -15430667.207197312)
PAA36697874,PAA69169497,40.51269831411788,-80.15011619820363,42017000532,42064515653,42000,2098594,186 Apparel Bayou,996 Pennington Place,Yakima,PA,68670,399,397,9,169,50,9,53,PAA46730268,PAA78928288,70 percent present value,Acquisition and Rehab,2009,1981,50353,,,,Y,POINT (4509852.946989114 -15635667.335692586),POINT (4509852.946989114 -15635667.335692586)
PAA67436661,TC3431-8393,40.46985753619764,-80.21076518632702,42032592802,42024181993,42000,1890981,1233 Leese Annex,1322 Ada Junction,Big Spring,PA,64564,591,465,170,131,73,68,38,PAA07645713,PAA38094578,None,Acquisition and Rehab,2020,2022,73449,False,False,True,N,POINT (4505083.933405845 -15675254.54675186),POINT (4505083.933405845 -15675254.54675186)
PAA13267631,TC4462-4384,40.55543542584507,-80.19796835262247,42062663875,42058561616,42000,8916795,33 Moultrie Path,773 Valley Gardens,North Ogden,PA,24933,681,54,56,27,24,56,3,PAA49901446,TC5883-7308,Both,Acquisition and Rehab,1988,1988,None,False,,True,Y,POINT (4514610.420504561 -15666881.535506703),POINT (4514610.420504561 -15666881.535506703)
PAA51621689,PAA64443270,40.643022623872575,-79.7586973404649,42035674804,42033054231,42006,4600582,Rite Aid Corporation,480 Santa Rosa Grove,Wenatchee,PA,05370,212,434,342,25,24,35,16,PAA01738389,PAA02740867,None,Acquisition and Rehab,1988,2014,None,,False,True,N,POINT (4524360.582788993 -15385838.820225123),POINT (4524360.582788993 -15385838.820225123)
PAA48165486,TC6151-8334,40.499041366618634,-80.08391562309401,42026194763,42079526014,42007,8977102,40 Anza Point,356 Dorman Bayou,Deer Park,PA,91796,425,221,339,140,35,56,41,PAA17717375,TC9374-7547,30 percent present value,Acquisition and Rehab,2016,2017,None,,,True,N,POINT (4508332.6625477085 -15592731.011620251),POINT (4508332.6625477085 -15592731.011620251)
PAA61957910,PAA24389300,40.346184403945614,-80.01493717180321,42053714045,42066948836,42002,3779281,473 Florida Motorway,464 Lick Bridge,Marysville,PA,40038,111,527,121,88,3,85,57,PAA90380968,TC6864-2519,None,Acquisition and Rehab,1993,1999,None,False,True,False,Y,POINT (4491316.703298741 -15548293.856421629),POINT (4491316.703298741 -15548293.856421629)
PAA84535675,TC7109-1005,40.274174597716545,-79.94012884466845,42095137785,42050239256,42008,3446492,KFC,1008 Indiana Crossing,New Castle,PA,92655,29,174,33,50,87,94,26,PAA02661603,TC2142-1245,Both,Acquisition and Rehab,2016,2017,None,,True,,Y,POINT (4483300.608337199 -15500443.163117988),POINT (4483300.608337199 -15500443.163117988)
PAA74132823,PAA83769565,40.40592023456809,-79.86985872318924,42052921653,42069700449,42008,7786100,1361 Badger Trail,497 Judah Shore,Sugar Land,PA,30518,53,155,301,182,5,17,24,PAA72666020,PAA79832775,30 percent present value,Acquisition and Rehab,2002,1998,None,True,True,True,Y,POINT (4497966.465545749 -15455814.999087784),POINT (4497966.465545749 -15455814.999087784)
PAA59372196,TC2995-4046,40.47517831763591,-80.32086433367068,42040996443,42003796902,42008,9132183,Gold Touch,986 Ruckman Parkway,Mission,PA,28133,671,330,17,122,85,53,53,PAA31704959,PAA93480848,30 percent present value,Acquisition and Rehab,2002,1983,None,False,False,False,Y,POINT (4505676.240086176 -15747743.870451592),POINT (4505676.240086176 -15747743.870451592)
PAA78449189,PAA60951042,40.65436371555889,-79.76627730015628,42054586180,42028680584,42004,0199438,355 Shipley Parkway,414 Bayview Park Place,Olympia,PA,48332,236,586,352,166,47,70,15,PAA29935485,TC6616-4309,None,Acquisition and Rehab,1985,1987,None,,False,,Y,POINT (4525623.067340553 -15390586.480635308),POINT (4525623.067340553 -15390586.480635308)
PAA02388634,TC3810-1797,40.38177491589204,-80.14203723225825,42025437247,42048284523,42003,5411828,712 Precita Alley,1203 Naglee Motorway,Albuquerque,PA,30437,175,384,244,191,29,46,69,PAA34557772,PAA21046875,30 percent present value,New construction,1980,2015,None,False,False,True,Y,POINT (4495278.620965689 -15630412.20487769),POINT (4495278.620965689 -15630412.20487769)
PAA99283743,TC3802-9596,40.25229555761178,-79.82686196425115,42041635506,42015055731,42004,4117214,74 Sherman Drive,163 Boutwell Estate,Carrollton,PA,57891,373,534,85,45,73,57,7,PAA87982640,TC6558-9807,None,Acquisition and Rehab,1982,2023,None,,,False,Y,POINT (4480865.044733691 -15428658.819653224),POINT (4480865.044733691 -15428658.819653224)
PAA20029169,TC6009-5854,40.27150761470107,-79.96770245386212,42063665550,42066476434,42008,9537588,Iron Mountain,277 Iowa Terrace,Bismarck,PA,95691,518,438,167,98,69,13,44,PAA62684197,PAA76939937,Both,New construction,2007,1992,None,True,,True,Y,POINT (4483003.721145962 -15518039.345659928),POINT (4483003.721145962 -15518039.345659928)
PAA29090035,TC4367-6267,40.45293625302249,-79.90175022480081,42048744326,42017657525,42007,5793909,Morgan Stanley,896 El Sereno Bend,Post Falls,PA,30170,475,5,263,10,69,17,59,PAA61867286,PAA20461912,None,Acquisition and Rehab,2016,1988,61376,False,False,,N,POINT (4503200.264779219 -15476031.021581018),POINT (4503200.264779219 -15476031.021581018)
PAA31430962,PAA18903042,40.39678894221185,-79.74599848174051,42038378245,42011734527,42002,9323382,928 John F Kennedy Viaduct,111 Quincy Trace,Long Branch,PA,63094,653,477,116,182,50,94,63,PAA16649521,TC3821-2957,Both,New construction,1993,2018,None,False,False,,Y,POINT (4496949.974730367 -15377892.754591642),POINT (4496949.974730367 -15377892.754591642)
PAA24684595,PAA21355771,40.40450988712273,-79.9107232442842,42058596660,42071022970,42004,5700572,283 Vermont Estate,396 Olmstead Landing,Eagle,PA,09784,417,513,154,145,86,3,67,PAA87656703,PAA91667298,Both,New construction,2020,2015,93988,False,,,N,POINT (4497809.466386289 -15481730.40838307),POINT (4497809.466386289 -15481730.40838307)
PAA15949160,PAA71439503,40.30614139867681,-79.94745041027718,42079448529,42028282151,42004,4465431,Martin Marietta Materials,1349 Central Lake,Deltona,PA,74925,9,464,197,176,27,20,7,PAA58467857,PAA97521405,None,New construction,1997,1997,None,False,True,True,Y,POINT (4486859.136342385 -15505110.783382941),POINT (4486859.136342385 -15505110.783382941)
