development_code,longitude,latitude,geocoding_accuracy,county_fips_code,census_tract,municipality_fips,municipality_name,hud_property_name,property_street_address,city,state,zip_code,units,owner_organization_name,participant_code,formal_participant_name,project_name,total_dwelling_units,acc_units,total_occupied,regular_vacant,pha_total_units,percent_occupied,people_per_unit,people_total,rent_per_month,median_inc_amnt,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_lt80_median,pct_lt50_median,pct_lt30_median,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tminority,tpoverty,tpct_ownsfd,chldrn_mbr_cnt,eldly_prcnt,pct_disabled_lt62_all,national_building_id,geom,geom_webmercator
PA00607936,-80.20888630388549,40.455982432407815,T,42003,42078545355,800191150,Dravosburg,ACCO Brands,219 Fredela Glen,Lake Oswego,PA,55637,64,Housing Authority of Glen Osborne,PA009,W. R. Grace and Company,Sydney,38,186,430,40,2920,57,2.44,697,442,177806,10165,11815,48.4172906825,39.9991985273,8.3676286204,35.7538456279,22.3894298816,94.3390865707,72.0219861999,61.1591978799,44.2305719628,98.1448816508,2.8934337463,1.2971283252,95.8694018482,24.1890995714,73.8102824752,17,7.1001497423,38.1878464275,8343810000,POINT (4503539.363917259 -15674024.50903681),POINT (4503539.363917259 -15674024.50903681)
PA00362013,-79.7628989213875,40.54787176090874,T,42003,42071416168,800596318,Churchill,242 Peabody Mews,210 Mabel Row,Fairborn,PA,42703,96,Housing Authority of Pitcairn,PA002,The Goose and Duck,Peninsula,51,477,492,41,1398,15,1.14,1375,333,204102,8912,14683,41.2639174991,61.2518339196,42.7445476542,27.7400117862,12.8090838653,99.1561491587,76.0795043268,70.4193499551,13.807960686,26.2296475059,5.124477703,21.745312369,22.2090772287,76.2555636858,96.5911482041,13,12.4617553818,51.0640212181,2178630000,POINT (4513768.437175318 -15388470.024593664),POINT (4513768.437175318 -15388470.024593664)
PA00226914,-79.95485015875565,40.418192001544696,R,42003,42036059439,800117313,West Deer,"Sterling Ledet & Associates, Inc.",1174 Ardenwood Drive,Cedar City,PA,30097,408,Housing Authority of McKees Rocks,PA002,Oracle Corporation,Dow,333,269,138,32,2670,7,1.86,691,360,128612,4799,15967,34.0151856995,49.0806428603,2.986174523,5.3624749298,10.9965764532,96.7159996752,96.2393090921,99.6443344002,22.0313832218,61.3766103547,43.5028543534,26.3414551882,63.0618773616,33.3221462528,37.8599501757,14,35.6699408674,15.7288882632,3216310000,POINT (4499332.552396718 -15509831.666477697),POINT (4499332.552396718 -15509831.666477697)
PA00773854,-80.13053678557256,40.468308708364994,B,42003,42001106972,800341141,Haysville,723 Webster Crossing,960 Harlow Pike,University Place,PA,03359,54,Housing Authority of Reserve,PA004,MTX Audio,Stoneybrook,439,466,77,17,1256,98,2.73,1335,498,89347,2952,16854,5.2031637236,18.7876277055,18.7663677132,24.1342850936,24.0112791702,95.9308397218,85.3058681061,96.9618705795,35.0005962098,7.1980931155,18.4763795467,49.0397973379,84.2384262495,46.9804467496,15.318808878,15,22.4847590306,29.5452448525,1043720000,POINT (4504911.51868019 -15622938.85178094),POINT (4504911.51868019 -15622938.85178094)
PA00775611,-79.91556437981356,40.41435736948213,R,42003,42002556248,800980896,Fawn,59 Racine Lake,41 Liberty Junction,Mauldin,PA,00943,244,Housing Authority of Frazer,PA001,Mikro Designs,Encinal,355,42,38,0,2192,12,2.65,29,359,191968,702,11789,12.2768849024,1.8577350012,9.7331822596,24.4845211659,10.7699468293,95.9317926028,89.42674095,73.3509039671,72.0170193801,6.8687788847,38.0964530114,35.8773606793,76.3281950772,29.3805479319,36.1244550648,6,46.770737872,69.1271924102,5711610000,POINT (4498905.683108134 -15484807.432842907),POINT (4498905.683108134 -15484807.432842907)
PA00826137,-79.87106508794751,40.221030022996295,R,42003,42033027443,800109604,Ross,710 Burnside Hill,96 Executive Park Highway,La Mesa,PA,79433,412,Housing Authority of Rosslyn Farms,PA003,Opti-Tek,Mateo,83,485,467,22,2501,96,3.56,1075,451,93214,12034,11631,19.6630923298,73.8885742757,26.9112873369,25.7724009299,29.8447608738,99.5916494296,85.3349196684,80.9021990512,6.9742072228,7.8062355248,27.6112954058,8.2785077876,47.4791652693,44.1057482708,82.8811322091,5,24.3793812848,17.8172387237,7875360000,POINT (4477384.5813409155 -15456578.56686599),POINT (4477384.5813409155 -15456578.56686599)
PA00759203,-80.2037482873577,40.38366126490403,R,42003,42084984094,800098504,Springdale,E-zhe Source,1011 Reeves Station,Wentzville,PA,44187,360,Housing Authority of Whitehall,PA002,Conseco,Essex,54,289,120,6,2014,20,1.45,803,238,81148,19536,14355,15.7368824832,32.5804652878,6.9396698024,17.0349477235,38.4556300777,98.4225236831,85.786784132,80.706083528,14.4518746982,51.230418991,12.1260221418,23.309569099,23.7025091858,46.6744760273,27.3412285553,11,12.1051288572,68.2634554242,5286460000,POINT (4495488.608377162 -15670662.024965812),POINT (4495488.608377162 -15670662.024965812)
PA00728944,-80.03923801596656,40.581234443182105,B,42003,42055397034,800940642,Rosslyn Farms,L&L Hawaiian Barbecue,1357 Ofarrell Path,Deerfield Beach,PA,56453,343,Housing Authority of West Mifflin,PA002,Service Corporation International,Fairfield,350,296,394,38,1886,60,3.32,413,339,120288,17471,17379,17.1150956708,24.0710925116,17.6577739418,7.7168251011,32.75256977,97.2497429589,84.6205360543,82.6068725506,54.806812417,87.8958646258,44.849698334,36.1930034997,57.3888322205,15.2012835987,92.2142386805,23,86.7130477643,29.0371649971,9093870000,POINT (4517482.3539774865 -15563914.1286195),POINT (4517482.3539774865 -15563914.1286195)
PA00470135,-80.19611398182673,40.573288959045485,T,42003,42004082556,800296103,Heidelberg,1365 Transbay Loop Square,164 Isadora Duncan Canyon,Shawnee,PA,37138,253,Housing Authority of South Fayette,PA001,Planetbiz,Aquavista,481,430,345,3,1350,52,1.02,413,290,152422,15052,6956,49.1394121812,72.2377487343,1.1419493188,0.7666748464,31.0977669511,91.9534881445,87.2072297794,57.7937363874,93.4819188198,69.4182941321,35.8453405803,25.875603182,89.8505526623,76.1292105336,60.4541530012,30,21.0431546825,8.9154853862,8233940000,POINT (4516597.866729292 -15665669.112480607),POINT (4516597.866729292 -15665669.112480607)
PA00850761,-79.71053066256734,40.48411340584102,T,42003,42001886905,800879665,Avalon,508 Woodside Annex,1257 Turquoise Freeway,Medford,PA,61755,184,Housing Authority of Frazer,PA007,MagnaSolution,Leland,408,482,434,25,1449,3,2.97,92,205,158747,19966,13695,35.3731703167,70.2560986326,43.1491829717,13.6707501613,15.0368038565,93.0594983692,94.8322966186,96.7125999058,46.8241712937,35.5771566278,20.708876054,40.1526298783,10.7318680623,38.1059030315,37.6853231769,28,37.8025888935,65.8273823075,7519060000,POINT (4506670.889555363 -15355750.910767224),POINT (4506670.889555363 -15355750.910767224)
PA00630138,-79.79934081566759,40.35403172988804,4,42003,42098699819,800963714,Ross,436 Dr Carlton B Goodlett Drive,15 Cuba Motorway,Lehi,PA,37558,117,Housing Authority of West Elizabeth,PA001,Welch's,Folsom,435,277,227,33,1921,49,2.0,1298,398,210189,12352,10152,8.8108674199,40.6986120097,48.8250721159,1.6493659805,40.911534167,99.2745666811,90.4267069356,72.5182072366,7.3268646342,66.5063969444,7.5498069364,1.046120134,18.808709223,74.5547354979,23.4412264565,25,29.597110253,19.4304088198,5880150000,POINT (4492190.263626742 -15411336.375239309),POINT (4492190.263626742 -15411336.375239309)
PA00834751,-80.09794442629637,40.60280448957824,4,42003,42012867345,800541242,Kennedy,Alaska Air Group,1272 Standish Row,Bay City,PA,36161,174,Housing Authority of Ingram,PA008,Back To Basics Chiropractic Clinic,Van Ness,60,263,5,5,1145,17,3.58,612,393,79256,4729,13211,40.6382500275,24.2460278753,17.8895411862,0.3465594621,46.6801993703,96.1681807936,89.3878021571,83.3664701925,55.2461321796,64.4217348339,29.359436787,13.9093086907,51.1374434544,37.9905067915,30.8996155501,27,26.2537506183,16.7281537402,1002460000,POINT (4519883.520558692 -15601806.056561438),POINT (4519883.520558692 -15601806.056561438)
PA00456977,-80.02267598199096,40.547589772534444,4,42003,42002992318,800489287,Leet,Happy Family,908 Vinton Mews,Xenia,PA,02029,269,Housing Authority of Whitaker,PA002,Schoep's Ice Cream,Capitol,70,244,256,23,1566,90,3.42,92,273,217856,11106,16215,29.5802737761,16.8098883078,2.023483355,3.5589894228,2.8462877632,96.7604469625,87.9173866024,65.4932651391,86.7944994912,94.4902591864,14.978382393,0.0863312821,39.0585825754,37.7403072569,69.2507620596,21,99.0774329023,9.687785536,0364630000,POINT (4513737.046373081 -15553264.177255578),POINT (4513737.046373081 -15553264.177255578)
PA00321231,-79.87801988063642,40.57641763871477,4,42003,42042114516,800998882,Harmar,Belle Ladi,1212 Coronado Heights,Fairfax,PA,97393,396,Housing Authority of Lincoln,PA007,Brinks,Thorp,448,322,391,6,845,55,2.15,818,211,170493,7391,17804,48.0269190493,27.2729996775,12.6366307206,29.5072030963,11.909606511,95.0577972105,91.5934686325,63.4983350447,46.653351363,54.6629573939,7.0492636231,21.2107124958,47.6284703156,72.5201460925,56.9748896124,21,84.5705201475,5.7969878556,1409600000,POINT (4516946.149756933 -15460982.353988273),POINT (4516946.149756933 -15460982.353988273)
PA00197447,-79.9938177636198,40.58684630854793,R,42003,42077937385,800011293,Coraopolis,1201 Lake Merced Manor,552 Oakdale Trace,Kiryas Joel,PA,00196,445,Housing Authority of Franklin Park,PA002,Altec Lansing,Dunsmuir,362,195,143,13,1828,55,1.96,359,335,159993,18375,10855,29.8829724319,23.9228336764,27.5737442433,30.9996381216,41.3198716256,95.1227908602,72.141822393,85.9405908441,15.7470369423,36.3138782872,39.0615626832,8.0499686738,32.0744053858,16.6829749513,26.0398166796,27,82.8137033587,40.2659431373,0110710000,POINT (4518107.063972411 -15534749.102956338),POINT (4518107.063972411 -15534749.102956338)
PA00819200,-79.9528329112492,40.416219169083014,T,42003,42092480642,800883065,Bridgeville,847 Chester Plaza,234 Paramount Center,Saratoga Springs,PA,67981,318,Housing Authority of Sharpsburg,PA005,Electronics Source,Mercury,467,187,272,37,2940,23,2.08,546,345,75492,9113,12958,27.4376070333,44.6699402275,38.922885318,12.0677888557,24.5366306718,98.2922366671,76.2701799224,76.4387898943,61.3951253814,75.5277589506,0.8232981945,6.7389456325,73.0965106881,20.2597088804,54.1365339859,13,57.1507498428,16.854143691,3962800000,POINT (4499112.937691663 -15508544.364047425),POINT (4499112.937691663 -15508544.364047425)
PA00781675,-80.08692057091059,40.31885460362854,B,42003,42050508458,800788909,McKees Rocks,251 Shawnee Heights,110 Cesar Chavez On Ferry,Daytona Beach,PA,56722,80,Housing Authority of Sharpsburg,PA002,Jarden,Jack Micheline,222,469,162,15,2758,94,1.36,578,354,230542,13023,8381,38.2946327742,18.1383528537,14.989681303,34.3716036562,32.8488482237,96.6490694753,92.5365563896,60.3220460829,5.3836867452,50.0774377328,4.5511262698,36.6349961425,39.611797381,44.7029394345,70.242548907,16,67.3471302991,15.9191450285,2498240000,POINT (4488274.363843963 -15594673.801943673),POINT (4488274.363843963 -15594673.801943673)
PA00486533,-79.8966968786858,40.35061593464064,T,42003,42027537448,800450786,Glassport,Elizabeth Arden,958 Church Access Square,Madisonville,PA,58547,271,Housing Authority of Bell Acres,PA006,Ultimate Software,Elim,413,272,498,34,2322,59,3.19,941,362,101156,5222,13472,14.2684174181,41.6632799406,12.8439305407,16.362948529,48.8414882558,95.9595601496,80.8293640931,92.9655645803,15.7331850093,83.9645280927,44.6298714771,29.5857792213,43.6264279746,48.2041132765,64.1674839958,13,12.7049110924,62.4117131523,6285570000,POINT (4491810.0190391475 -15472823.496714931),POINT (4491810.0190391475 -15472823.496714931)
PA00787512,-79.8005435696274,40.43622054208639,4,42003,42031425176,800421684,McKeesport,1242 Blair Landing,7 Camp Estate,Diamond Bar,PA,63401,486,Housing Authority of Duquesne,PA007,Cut Rite Lawn Care,Delmar,324,10,265,18,1898,54,3.81,807,276,148509,16529,8404,26.1962194246,36.6385549358,9.0598418658,38.8975473105,3.7327003942,97.2084508203,88.2383558006,88.056421035,50.6301721823,49.3814647681,20.1726752445,46.3874315542,15.3142804272,79.6339005707,66.9154041146,14,96.729873329,8.9332560533,4057700000,POINT (4501339.480349566 -15412092.44946399),POINT (4501339.480349566 -15412092.44946399)
PA00230828,-80.24950242513582,40.50552373690546,4,42003,42066160276,800711479,Sewickley,14 Underwood Junction,1038 Brookhaven Square,Evanston,PA,28990,340,Housing Authority of Blawnox,PA000,Maxiserve,Duncan,167,356,406,24,950,19,3.33,724,445,218360,16122,13753,9.6875450668,23.3042167084,15.596325614,6.5922941254,36.3194136593,93.4732714231,75.05379729,84.4118405998,86.3111112431,87.8924705758,19.7391723567,19.4996817698,35.5292598314,58.6446747784,96.2183874248,10,24.3804151218,41.1188702734,8067290000,POINT (4509054.276707171 -15700666.677224504),POINT (4509054.276707171 -15700666.677224504)
PA00697853,-79.97740515059337,40.5734579661704,4,42003,42007576380,800542314,Homestead,585 Saturn Lake,95 Worth Manor,Harrison,PA,37168,98,Housing Authority of Versailles,PA006,"Respironics, Inc.",Freeman,310,393,38,6,2148,95,1.86,211,493,156991,10204,9730,4.3673243784,10.0663092706,39.4352066049,2.9426185998,19.182178509,99.0445260405,71.6037029431,68.7273664451,10.1642777772,13.4528071837,16.6636939396,12.564289695,81.1404724841,43.3869602669,36.2202183184,13,82.8735891877,60.3231827191,1428990000,POINT (4516616.680516378 -15524242.538410386),POINT (4516616.680516378 -15524242.538410386)
PA00279856,-80.01768006025911,40.66710643657345,R,42003,42086567366,800772566,Liberty,696 Deming Stravenue,457 James Crossing,Hermosa Beach,PA,05267,312,Housing Authority of Oakdale,PA006,Local Matters,Opalo,225,388,465,35,2217,95,2.83,1119,351,219387,5244,6201,47.0087929215,11.318796024,15.4857962772,14.7997151769,6.557104164,90.4668719658,85.6839267181,92.0411498948,5.3359530561,80.4892387746,43.6522962763,48.8604049766,55.2995275191,11.3553776567,53.3436003474,21,64.8831106524,63.2057047578,2582060000,POINT (4527041.580555215 -15550055.064960234),POINT (4527041.580555215 -15550055.064960234)
PA00260623,-80.03388455422888,40.49493006411926,T,42003,42034701310,800883363,North Fayette,Imation,797 Kempton Hill,Kansas City,PA,11268,139,Housing Authority of Bellevue,PA002,Devon Energy,Otter Cove,36,35,242,33,2602,87,1.48,320,364,192280,15869,15664,13.005481787,48.9275396409,25.1247663852,14.2522794935,39.6726769609,96.3127150732,86.7168244241,55.0217298891,14.5586586102,60.6708079804,43.4053151935,27.0588431828,48.2078680601,14.3939029103,57.743551132,2,6.7170203538,1.3689090138,9176470000,POINT (4507874.994446981 -15560469.754520573),POINT (4507874.994446981 -15560469.754520573)
PA00266596,-79.8427610494226,40.65817854024867,T,42003,42066341312,800533410,Pennsbury Village,1395 Pemberton Square,19 Bishop Heights,Elmhurst,PA,79534,424,Housing Authority of Plum,PA005,Zune,Farnum,370,54,385,16,2850,68,1.33,1387,320,219581,10967,16148,46.5594502765,34.6673296606,49.0463113451,34.6010238121,27.60620476,97.4219760452,96.8238868932,66.6614508822,63.091949197,26.2079578893,14.9402747457,17.8093897475,28.6071282473,42.5554637327,60.7019326404,6,55.8248712457,21.6148760684,0112480000,POINT (4526047.731682485 -15438687.213164622),POINT (4526047.731682485 -15438687.213164622)
PA00743386,-79.81229765886839,40.520958881385525,R,42003,42081393383,800070919,South Versailles,Solid Future,1096 Young Stravenue,Paramount,PA,99913,497,Housing Authority of Pennsbury Village,PA009,Welch's,Howard,145,341,41,17,2257,8,1.11,1277,485,115348,11334,5646,28.6728934789,63.7908718534,10.6024952744,20.1200514193,43.2366967179,93.7469976433,72.2573219171,72.377200464,14.8366301906,35.6547853743,36.2423911013,7.088991829,76.4033427923,65.6055081891,78.1586541539,21,72.5401985209,44.090547808,5828600000,POINT (4510772.5091310125 -15419485.942579426),POINT (4510772.5091310125 -15419485.942579426)
PA00530113,-79.95756815290788,40.43343805730939,B,42003,42012929482,800568830,Harmar,1179 Delancey Center,164 Avenue I Viaduct,Northport,PA,82204,186,Housing Authority of East Pittsburgh,PA006,Southern California Edison,Hallam,67,171,236,35,1971,20,1.73,1064,428,195573,3641,11022,3.9079897789,63.3099091373,5.8422529679,37.6023289948,8.0001762523,97.0094736495,71.1275644442,80.5286262825,69.1534860985,0.9467947059,8.6786009599,49.8789262447,35.2961933719,78.2385630493,69.6792955116,1,28.7975285981,68.4686982117,5134060000,POINT (4501029.73556105 -15511566.553643348),POINT (4501029.73556105 -15511566.553643348)
PA00906065,-80.15462536734444,40.34492063963814,T,42003,42064562777,800113111,Bradford Woods,Diebold,791 Peter Yorke Bayou,Chino Hills,PA,77951,49,Housing Authority of Versailles,PA001,Hasbro,Head,390,459,356,36,937,76,3.07,300,368,128796,19809,14840,45.8218030482,40.3517642085,33.9853938564,19.2248841923,43.3698334806,98.9159715807,80.0921727927,84.6586785533,8.4381572905,39.1425549254,46.7884146385,33.956807728,53.2613557864,15.1824639157,46.1467649199,18,28.4821120883,23.7473922518,3859910000,POINT (4491176.021699551 -15638602.274241233),POINT (4491176.021699551 -15638602.274241233)
PA00066587,-80.05310308208263,40.616880282815266,4,42003,42035328775,800980012,Pittsburgh,1322 Palo Alto Annex,326 Kenwood Grove,Annapolis,PA,00945,202,Housing Authority of Braddock,PA008,Wynn Resorts,Dorchester,199,78,263,32,937,28,3.78,73,277,129478,8792,16038,10.7378333526,44.1328212223,27.6491163437,27.3460428895,3.1619956316,95.556851022,75.4351443693,54.3633379229,16.5734014181,17.6851999354,23.9262008013,46.1342335563,77.2388473974,45.8639007017,92.8781756393,16,63.3658594868,57.3706416432,2016880000,POINT (4521450.430694349 -15572843.326471848),POINT (4521450.430694349 -15572843.326471848)
PA00445416,-79.7295809595856,40.54574577214131,T,42003,42056302978,800566954,Pleasant Hills,687 Smith Garden,1302 Gallagher Row,Round Lake,PA,44989,163,Housing Authority of Duquesne,PA004,DynCorp International,Howard,37,264,380,4,2785,94,3.34,182,231,245489,5454,7712,32.3584809141,6.959914457,33.059490138,3.2814954769,1.4725635212,93.1644792574,92.8903960946,95.9549033814,46.6563876167,18.3359238746,21.9796487895,36.6534148526,74.547086011,23.5192096227,45.5996987684,29,37.6265895433,60.7890448995,8762950000,POINT (4513531.773188296 -15367634.223833209),POINT (4513531.773188296 -15367634.223833209)
PA00556785,-79.80646414540261,40.62787558160582,T,42003,42017077184,800597381,McKeesport,State Street Corporation,684 Burr Junction,Nogales,PA,94244,54,Housing Authority of Springdale,PA005,Corsair Memory,Jeopardy,214,167,12,47,2014,66,2.51,816,455,175667,4428,5094,34.6056003458,39.2346552058,17.8258765432,7.9532622289,13.0902893348,94.0460381937,82.7573894659,54.4365364644,59.1795203764,39.6041483492,9.9729038574,37.2150749219,69.1473002516,24.0082357383,37.9978726911,16,50.660840814,39.4368093258,7608440000,POINT (4522674.421756833 -15415815.523405436),POINT (4522674.421756833 -15415815.523405436)
PA00022298,-79.99658336979226,40.29146961396231,B,42003,42084742520,800711977,Fawn,The Vanguard Group,746 Bridgeview Alley,West Haven,PA,90020,23,Housing Authority of Millvale,PA001,CoolTouch Monitors,Thornton,166,275,479,38,2674,56,2.18,200,286,155857,6549,15705,27.6959582678,9.9726146349,3.297267059,2.5875131231,44.4419535578,99.5040461208,87.1010919668,92.2383128921,1.8426635608,60.0381940518,12.7103859187,39.444608009,43.6801417339,22.767977775,11.4314429916,19,68.505089287,16.4155707203,8097310000,POINT (4485225.880738939 -15536521.190015767),POINT (4485225.880738939 -15536521.190015767)
